[[0, 1], [2, 3]]
[[4, 9], [2, 11]]
[[4, 9], [2, 23]]
[[4, 9], [2, 35]]
[[4, 9], [2, 43]]
[[4, 9], [2, 55]]
[[4, 9], [10, 11]]
[[4, 9], [10, 23]]
[[4, 9], [10, 43]]
[[4, 9], [10, 55]]
[[4, 9], [22, 23]]
[[4, 9], [22, 55]]
[[4, 9], [34, 3]]
[[4, 9], [34, 11]]
[[4, 9], [34, 23]]
[[4, 9], [34, 35]]
[[4, 9], [34, 43]]
[[4, 9], [34, 55]]
[[4, 9], [42, 11]]
[[4, 9], [42, 23]]
[[4, 9], [42, 43]]
[[4, 9], [42, 55]]
[[4, 9], [54, 23]]
[[4, 9], [54, 55]]
[[4, 21], [2, 3]]
[[4, 21], [2, 11]]
[[4, 21], [2, 23]]
[[4, 21], [2, 35]]
[[4, 21], [2, 43]]
[[4, 21], [2, 55]]
[[4, 21], [10, 11]]
[[4, 21], [10, 23]]
[[4, 21], [10, 43]]
[[4, 21], [10, 55]]
[[4, 21], [22, 23]]
[[4, 21], [22, 55]]
[[4, 21], [34, 3]]
[[4, 21], [34, 11]]
[[4, 21], [34, 23]]
[[4, 21], [34, 35]]
[[4, 21], [34, 43]]
[[4, 21], [34, 55]]
[[4, 21], [42, 11]]
[[4, 21], [42, 23]]
[[4, 21], [42, 43]]
[[4, 21], [42, 55]]
[[4, 21], [54, 23]]
[[4, 21], [54, 55]]
[[4, 31], [2, 3]]
[[4, 31], [2, 11]]
[[4, 31], [2, 23]]
[[4, 31], [2, 35]]
[[4, 31], [2, 43]]
[[4, 31], [2, 55]]
[[4, 31], [10, 11]]
[[4, 31], [10, 23]]
[[4, 31], [10, 43]]
[[4, 31], [10, 55]]
[[4, 31], [34, 3]]
[[4, 31], [34, 11]]
[[4, 31], [34, 23]]
[[4, 31], [34, 35]]
[[4, 31], [34, 43]]
[[4, 31], [34, 55]]
[[4, 31], [42, 11]]
[[4, 31], [42, 23]]
[[4, 31], [42, 43]]
[[4, 31], [42, 55]]
[[4, 33], [2, 3]]
[[4, 33], [2, 11]]
[[4, 33], [2, 23]]
[[4, 33], [2, 35]]
[[4, 33], [2, 43]]
[[4, 33], [2, 55]]
[[4, 33], [6, 3]]
[[4, 33], [6, 7]]
[[4, 33], [6, 11]]
[[4, 33], [6, 23]]
[[4, 33], [6, 35]]
[[4, 33], [6, 39]]
[[4, 33], [6, 43]]
[[4, 33], [6, 55]]
[[4, 33], [34, 3]]
[[4, 33], [34, 11]]
[[4, 33], [34, 23]]
[[4, 33], [34, 35]]
[[4, 33], [34, 43]]
[[4, 33], [34, 55]]
[[4, 33], [38, 3]]
[[4, 33], [38, 7]]
[[4, 33], [38, 11]]
[[4, 33], [38, 23]]
[[4, 33], [38, 35]]
[[4, 33], [38, 39]]
[[4, 33], [38, 43]]
[[4, 33], [38, 55]]
[[4, 37], [6, 3]]
[[4, 37], [6, 7]]
[[4, 37], [6, 11]]
[[4, 37], [6, 23]]
[[4, 37], [6, 35]]
[[4, 37], [6, 39]]
[[4, 37], [6, 43]]
[[4, 37], [6, 55]]
[[4, 37], [14, 3]]
[[4, 37], [14, 7]]
[[4, 37], [14, 15]]
[[4, 37], [14, 35]]
[[4, 37], [14, 39]]
[[4, 37], [14, 47]]
[[4, 37], [38, 3]]
[[4, 37], [38, 7]]
[[4, 37], [38, 11]]
[[4, 37], [38, 23]]
[[4, 37], [38, 35]]
[[4, 37], [38, 39]]
[[4, 37], [38, 43]]
[[4, 37], [38, 55]]
[[4, 37], [46, 3]]
[[4, 37], [46, 7]]
[[4, 37], [46, 15]]
[[4, 37], [46, 35]]
[[4, 37], [46, 39]]
[[4, 37], [46, 47]]
[[4, 41], [2, 3]]
[[4, 41], [2, 11]]
[[4, 41], [2, 23]]
[[4, 41], [2, 35]]
[[4, 41], [2, 43]]
[[4, 41], [2, 55]]
[[4, 41], [10, 11]]
[[4, 41], [10, 23]]
[[4, 41], [10, 43]]
[[4, 41], [10, 55]]
[[4, 41], [22, 23]]
[[4, 41], [22, 55]]
[[4, 41], [34, 3]]
[[4, 41], [34, 11]]
[[4, 41], [34, 23]]
[[4, 41], [34, 35]]
[[4, 41], [34, 43]]
[[4, 41], [34, 55]]
[[4, 41], [42, 11]]
[[4, 41], [42, 23]]
[[4, 41], [42, 43]]
[[4, 41], [42, 55]]
[[4, 41], [54, 23]]
[[4, 41], [54, 55]]
[[4, 53], [2, 3]]
[[4, 53], [2, 11]]
[[4, 53], [2, 23]]
[[4, 53], [2, 35]]
[[4, 53], [2, 43]]
[[4, 53], [2, 55]]
[[4, 53], [10, 11]]
[[4, 53], [10, 23]]
[[4, 53], [10, 43]]
[[4, 53], [10, 55]]
[[4, 53], [22, 23]]
[[4, 53], [22, 55]]
[[4, 53], [34, 3]]
[[4, 53], [34, 11]]
[[4, 53], [34, 23]]
[[4, 53], [34, 35]]
[[4, 53], [34, 43]]
[[4, 53], [34, 55]]
[[4, 53], [42, 11]]
[[4, 53], [42, 23]]
[[4, 53], [42, 43]]
[[4, 53], [42, 55]]
[[4, 53], [54, 23]]
[[4, 53], [54, 55]]
[[4, 63], [2, 3]]
[[4, 63], [2, 11]]
[[4, 63], [2, 23]]
[[4, 63], [2, 35]]
[[4, 63], [2, 43]]
[[4, 63], [2, 55]]
[[4, 63], [10, 11]]
[[4, 63], [10, 23]]
[[4, 63], [10, 43]]
[[4, 63], [10, 55]]
[[4, 63], [34, 3]]
[[4, 63], [34, 11]]
[[4, 63], [34, 23]]
[[4, 63], [34, 35]]
[[4, 63], [34, 43]]
[[4, 63], [34, 55]]
[[4, 63], [42, 11]]
[[4, 63], [42, 23]]
[[4, 63], [42, 43]]
[[4, 63], [42, 55]]
[[5, 8], [7, 22]]
[[5, 8], [7, 54]]
[[5, 8], [15, 2]]
[[5, 8], [15, 10]]
[[5, 8], [15, 22]]
[[5, 8], [15, 34]]
[[5, 8], [15, 42]]
[[5, 8], [15, 54]]
[[5, 8], [39, 22]]
[[5, 8], [39, 54]]
[[5, 8], [47, 2]]
[[5, 8], [47, 10]]
[[5, 8], [47, 22]]
[[5, 8], [47, 34]]
[[5, 8], [47, 42]]
[[5, 8], [47, 54]]
[[5, 20], [7, 22]]
[[5, 20], [7, 54]]
[[5, 20], [15, 2]]
[[5, 20], [15, 10]]
[[5, 20], [15, 22]]
[[5, 20], [15, 34]]
[[5, 20], [15, 42]]
[[5, 20], [15, 54]]
[[5, 20], [39, 22]]
[[5, 20], [39, 54]]
[[5, 20], [47, 2]]
[[5, 20], [47, 10]]
[[5, 20], [47, 22]]
[[5, 20], [47, 34]]
[[5, 20], [47, 42]]
[[5, 20], [47, 54]]
[[5, 40], [7, 22]]
[[5, 40], [7, 54]]
[[5, 40], [15, 2]]
[[5, 40], [15, 10]]
[[5, 40], [15, 22]]
[[5, 40], [15, 34]]
[[5, 40], [15, 42]]
[[5, 40], [15, 54]]
[[5, 40], [39, 22]]
[[5, 40], [39, 54]]
[[5, 40], [47, 2]]
[[5, 40], [47, 10]]
[[5, 40], [47, 22]]
[[5, 40], [47, 34]]
[[5, 40], [47, 42]]
[[5, 40], [47, 54]]
[[5, 52], [7, 22]]
[[5, 52], [7, 54]]
[[5, 52], [15, 2]]
[[5, 52], [15, 10]]
[[5, 52], [15, 22]]
[[5, 52], [15, 34]]
[[5, 52], [15, 42]]
[[5, 52], [15, 54]]
[[5, 52], [39, 22]]
[[5, 52], [39, 54]]
[[5, 52], [47, 2]]
[[5, 52], [47, 10]]
[[5, 52], [47, 22]]
[[5, 52], [47, 34]]
[[5, 52], [47, 42]]
[[5, 52], [47, 54]]
[[8, 9], [2, 3]]
[[8, 9], [2, 11]]
[[8, 9], [2, 23]]
[[8, 9], [2, 35]]
[[8, 9], [2, 43]]
[[8, 9], [2, 55]]
[[8, 9], [10, 11]]
[[8, 9], [10, 23]]
[[8, 9], [10, 43]]
[[8, 9], [10, 55]]
[[8, 9], [22, 23]]
[[8, 9], [22, 55]]
[[8, 9], [34, 3]]
[[8, 9], [34, 11]]
[[8, 9], [34, 23]]
[[8, 9], [34, 35]]
[[8, 9], [34, 43]]
[[8, 9], [34, 55]]
[[8, 9], [42, 11]]
[[8, 9], [42, 23]]
[[8, 9], [42, 43]]
[[8, 9], [42, 55]]
[[8, 9], [54, 23]]
[[8, 9], [54, 55]]
[[8, 21], [2, 3]]
[[8, 21], [2, 11]]
[[8, 21], [2, 23]]
[[8, 21], [2, 35]]
[[8, 21], [2, 43]]
[[8, 21], [2, 55]]
[[8, 21], [10, 11]]
[[8, 21], [10, 23]]
[[8, 21], [10, 43]]
[[8, 21], [10, 55]]
[[8, 21], [22, 23]]
[[8, 21], [22, 55]]
[[8, 21], [34, 3]]
[[8, 21], [34, 11]]
[[8, 21], [34, 23]]
[[8, 21], [34, 35]]
[[8, 21], [34, 43]]
[[8, 21], [34, 55]]
[[8, 21], [42, 11]]
[[8, 21], [42, 23]]
[[8, 21], [42, 43]]
[[8, 21], [42, 55]]
[[8, 21], [54, 23]]
[[8, 21], [54, 55]]
[[8, 41], [2, 3]]
[[8, 41], [2, 11]]
[[8, 41], [2, 23]]
[[8, 41], [2, 35]]
[[8, 41], [2, 43]]
[[8, 41], [2, 55]]
[[8, 41], [10, 11]]
[[8, 41], [10, 23]]
[[8, 41], [10, 43]]
[[8, 41], [10, 55]]
[[8, 41], [22, 23]]
[[8, 41], [22, 55]]
[[8, 41], [34, 3]]
[[8, 41], [34, 11]]
[[8, 41], [34, 23]]
[[8, 41], [34, 35]]
[[8, 41], [34, 43]]
[[8, 41], [34, 55]]
[[8, 41], [42, 11]]
[[8, 41], [42, 23]]
[[8, 41], [42, 43]]
[[8, 41], [42, 55]]
[[8, 41], [54, 23]]
[[8, 41], [54, 55]]
[[8, 53], [2, 3]]
[[8, 53], [2, 11]]
[[8, 53], [2, 23]]
[[8, 53], [2, 35]]
[[8, 53], [2, 43]]
[[8, 53], [2, 55]]
[[8, 53], [10, 11]]
[[8, 53], [10, 23]]
[[8, 53], [10, 43]]
[[8, 53], [10, 55]]
[[8, 53], [22, 23]]
[[8, 53], [22, 55]]
[[8, 53], [34, 3]]
[[8, 53], [34, 11]]
[[8, 53], [34, 23]]
[[8, 53], [34, 35]]
[[8, 53], [34, 43]]
[[8, 53], [34, 55]]
[[8, 53], [42, 11]]
[[8, 53], [42, 23]]
[[8, 53], [42, 43]]
[[8, 53], [42, 55]]
[[8, 53], [54, 23]]
[[8, 53], [54, 55]]
[[9, 24], [23, 26]]
[[9, 24], [23, 58]]
[[9, 24], [55, 26]]
[[9, 24], [55, 58]]
[[9, 56], [23, 26]]
[[9, 56], [23, 58]]
[[9, 56], [55, 26]]
[[9, 56], [55, 58]]
[[12, 1], [2, 3]]
[[12, 1], [2, 11]]
[[12, 1], [2, 23]]
[[12, 1], [2, 35]]
[[12, 1], [2, 43]]
[[12, 1], [2, 55]]
[[12, 1], [6, 3]]
[[12, 1], [6, 7]]
[[12, 1], [6, 11]]
[[12, 1], [6, 23]]
[[12, 1], [6, 35]]
[[12, 1], [6, 39]]
[[12, 1], [6, 43]]
[[12, 1], [6, 55]]
[[12, 1], [34, 3]]
[[12, 1], [34, 11]]
[[12, 1], [34, 23]]
[[12, 1], [34, 35]]
[[12, 1], [34, 43]]
[[12, 1], [34, 55]]
[[12, 1], [38, 3]]
[[12, 1], [38, 7]]
[[12, 1], [38, 11]]
[[12, 1], [38, 23]]
[[12, 1], [38, 35]]
[[12, 1], [38, 39]]
[[12, 1], [38, 43]]
[[12, 1], [38, 55]]
[[12, 5], [6, 3]]
[[12, 5], [6, 7]]
[[12, 5], [6, 11]]
[[12, 5], [6, 23]]
[[12, 5], [6, 35]]
[[12, 5], [6, 39]]
[[12, 5], [6, 43]]
[[12, 5], [6, 55]]
[[12, 5], [14, 3]]
[[12, 5], [14, 7]]
[[12, 5], [14, 15]]
[[12, 5], [14, 35]]
[[12, 5], [14, 39]]
[[12, 5], [14, 47]]
[[12, 5], [38, 3]]
[[12, 5], [38, 7]]
[[12, 5], [38, 11]]
[[12, 5], [38, 23]]
[[12, 5], [38, 35]]
[[12, 5], [38, 39]]
[[12, 5], [38, 43]]
[[12, 5], [38, 55]]
[[12, 5], [46, 3]]
[[12, 5], [46, 7]]
[[12, 5], [46, 15]]
[[12, 5], [46, 35]]
[[12, 5], [46, 39]]
[[12, 5], [46, 47]]
[[12, 13], [14, 3]]
[[12, 13], [14, 7]]
[[12, 13], [14, 15]]
[[12, 13], [14, 35]]
[[12, 13], [14, 39]]
[[12, 13], [14, 47]]
[[12, 13], [18, 7]]
[[12, 13], [18, 15]]
[[12, 13], [18, 19]]
[[12, 13], [18, 39]]
[[12, 13], [18, 47]]
[[12, 13], [18, 51]]
[[12, 13], [46, 3]]
[[12, 13], [46, 7]]
[[12, 13], [46, 15]]
[[12, 13], [46, 35]]
[[12, 13], [46, 39]]
[[12, 13], [46, 47]]
[[12, 13], [50, 7]]
[[12, 13], [50, 15]]
[[12, 13], [50, 19]]
[[12, 13], [50, 39]]
[[12, 13], [50, 47]]
[[12, 13], [50, 51]]
[[12, 33], [2, 3]]
[[12, 33], [2, 11]]
[[12, 33], [2, 23]]
[[12, 33], [2, 35]]
[[12, 33], [2, 43]]
[[12, 33], [2, 55]]
[[12, 33], [6, 3]]
[[12, 33], [6, 7]]
[[12, 33], [6, 11]]
[[12, 33], [6, 23]]
[[12, 33], [6, 35]]
[[12, 33], [6, 39]]
[[12, 33], [6, 43]]
[[12, 33], [6, 55]]
[[12, 33], [34, 3]]
[[12, 33], [34, 11]]
[[12, 33], [34, 23]]
[[12, 33], [34, 35]]
[[12, 33], [34, 43]]
[[12, 33], [34, 55]]
[[12, 33], [38, 3]]
[[12, 33], [38, 7]]
[[12, 33], [38, 11]]
[[12, 33], [38, 23]]
[[12, 33], [38, 35]]
[[12, 33], [38, 39]]
[[12, 33], [38, 43]]
[[12, 33], [38, 55]]
[[12, 37], [6, 3]]
[[12, 37], [6, 7]]
[[12, 37], [6, 11]]
[[12, 37], [6, 23]]
[[12, 37], [6, 35]]
[[12, 37], [6, 39]]
[[12, 37], [6, 43]]
[[12, 37], [6, 55]]
[[12, 37], [14, 3]]
[[12, 37], [14, 7]]
[[12, 37], [14, 15]]
[[12, 37], [14, 35]]
[[12, 37], [14, 39]]
[[12, 37], [14, 47]]
[[12, 37], [38, 3]]
[[12, 37], [38, 7]]
[[12, 37], [38, 11]]
[[12, 37], [38, 23]]
[[12, 37], [38, 35]]
[[12, 37], [38, 39]]
[[12, 37], [38, 43]]
[[12, 37], [38, 55]]
[[12, 37], [46, 3]]
[[12, 37], [46, 7]]
[[12, 37], [46, 15]]
[[12, 37], [46, 35]]
[[12, 37], [46, 39]]
[[12, 37], [46, 47]]
[[12, 45], [14, 3]]
[[12, 45], [14, 7]]
[[12, 45], [14, 15]]
[[12, 45], [14, 35]]
[[12, 45], [14, 39]]
[[12, 45], [14, 47]]
[[12, 45], [18, 7]]
[[12, 45], [18, 15]]
[[12, 45], [18, 19]]
[[12, 45], [18, 39]]
[[12, 45], [18, 47]]
[[12, 45], [18, 51]]
[[12, 45], [46, 3]]
[[12, 45], [46, 7]]
[[12, 45], [46, 15]]
[[12, 45], [46, 35]]
[[12, 45], [46, 39]]
[[12, 45], [46, 47]]
[[12, 45], [50, 7]]
[[12, 45], [50, 15]]
[[12, 45], [50, 19]]
[[12, 45], [50, 39]]
[[12, 45], [50, 47]]
[[12, 45], [50, 51]]
[[13, 0], [15, 2]]
[[13, 0], [15, 10]]
[[13, 0], [15, 22]]
[[13, 0], [15, 34]]
[[13, 0], [15, 42]]
[[13, 0], [15, 54]]
[[13, 0], [19, 2]]
[[13, 0], [19, 10]]
[[13, 0], [19, 22]]
[[13, 0], [19, 34]]
[[13, 0], [19, 42]]
[[13, 0], [19, 54]]
[[13, 0], [47, 2]]
[[13, 0], [47, 10]]
[[13, 0], [47, 22]]
[[13, 0], [47, 34]]
[[13, 0], [47, 42]]
[[13, 0], [47, 54]]
[[13, 0], [51, 2]]
[[13, 0], [51, 10]]
[[13, 0], [51, 22]]
[[13, 0], [51, 34]]
[[13, 0], [51, 42]]
[[13, 0], [51, 54]]
[[13, 8], [7, 22]]
[[13, 8], [7, 54]]
[[13, 8], [15, 2]]
[[13, 8], [15, 10]]
[[13, 8], [15, 22]]
[[13, 8], [15, 34]]
[[13, 8], [15, 42]]
[[13, 8], [15, 54]]
[[13, 8], [39, 22]]
[[13, 8], [39, 54]]
[[13, 8], [47, 2]]
[[13, 8], [47, 10]]
[[13, 8], [47, 22]]
[[13, 8], [47, 34]]
[[13, 8], [47, 42]]
[[13, 8], [47, 54]]
[[13, 20], [7, 22]]
[[13, 20], [7, 54]]
[[13, 20], [15, 2]]
[[13, 20], [15, 10]]
[[13, 20], [15, 22]]
[[13, 20], [15, 34]]
[[13, 20], [15, 42]]
[[13, 20], [15, 54]]
[[13, 20], [39, 22]]
[[13, 20], [39, 54]]
[[13, 20], [47, 2]]
[[13, 20], [47, 10]]
[[13, 20], [47, 22]]
[[13, 20], [47, 34]]
[[13, 20], [47, 42]]
[[13, 20], [47, 54]]
[[13, 30], [15, 2]]
[[13, 30], [15, 10]]
[[13, 30], [15, 22]]
[[13, 30], [15, 34]]
[[13, 30], [15, 42]]
[[13, 30], [15, 54]]
[[13, 30], [19, 2]]
[[13, 30], [19, 10]]
[[13, 30], [19, 22]]
[[13, 30], [19, 34]]
[[13, 30], [19, 42]]
[[13, 30], [19, 54]]
[[13, 30], [47, 2]]
[[13, 30], [47, 10]]
[[13, 30], [47, 22]]
[[13, 30], [47, 34]]
[[13, 30], [47, 42]]
[[13, 30], [47, 54]]
[[13, 30], [51, 2]]
[[13, 30], [51, 10]]
[[13, 30], [51, 22]]
[[13, 30], [51, 34]]
[[13, 30], [51, 42]]
[[13, 30], [51, 54]]
[[13, 32], [15, 2]]
[[13, 32], [15, 10]]
[[13, 32], [15, 22]]
[[13, 32], [15, 34]]
[[13, 32], [15, 42]]
[[13, 32], [15, 54]]
[[13, 32], [19, 2]]
[[13, 32], [19, 10]]
[[13, 32], [19, 22]]
[[13, 32], [19, 34]]
[[13, 32], [19, 42]]
[[13, 32], [19, 54]]
[[13, 32], [47, 2]]
[[13, 32], [47, 10]]
[[13, 32], [47, 22]]
[[13, 32], [47, 34]]
[[13, 32], [47, 42]]
[[13, 32], [47, 54]]
[[13, 32], [51, 2]]
[[13, 32], [51, 10]]
[[13, 32], [51, 22]]
[[13, 32], [51, 34]]
[[13, 32], [51, 42]]
[[13, 32], [51, 54]]
[[13, 40], [7, 22]]
[[13, 40], [7, 54]]
[[13, 40], [15, 2]]
[[13, 40], [15, 10]]
[[13, 40], [15, 22]]
[[13, 40], [15, 34]]
[[13, 40], [15, 42]]
[[13, 40], [15, 54]]
[[13, 40], [39, 22]]
[[13, 40], [39, 54]]
[[13, 40], [47, 2]]
[[13, 40], [47, 10]]
[[13, 40], [47, 22]]
[[13, 40], [47, 34]]
[[13, 40], [47, 42]]
[[13, 40], [47, 54]]
[[13, 52], [7, 22]]
[[13, 52], [7, 54]]
[[13, 52], [15, 2]]
[[13, 52], [15, 10]]
[[13, 52], [15, 22]]
[[13, 52], [15, 34]]
[[13, 52], [15, 42]]
[[13, 52], [15, 54]]
[[13, 52], [39, 22]]
[[13, 52], [39, 54]]
[[13, 52], [47, 2]]
[[13, 52], [47, 10]]
[[13, 52], [47, 22]]
[[13, 52], [47, 34]]
[[13, 52], [47, 42]]
[[13, 52], [47, 54]]
[[13, 62], [15, 2]]
[[13, 62], [15, 10]]
[[13, 62], [15, 22]]
[[13, 62], [15, 34]]
[[13, 62], [15, 42]]
[[13, 62], [15, 54]]
[[13, 62], [19, 2]]
[[13, 62], [19, 10]]
[[13, 62], [19, 22]]
[[13, 62], [19, 34]]
[[13, 62], [19, 42]]
[[13, 62], [19, 54]]
[[13, 62], [47, 2]]
[[13, 62], [47, 10]]
[[13, 62], [47, 22]]
[[13, 62], [47, 34]]
[[13, 62], [47, 42]]
[[13, 62], [47, 54]]
[[13, 62], [51, 2]]
[[13, 62], [51, 10]]
